age,gender,degree,born_US,Family_income,nation_education,nation_race,nation_arms,nation_welfare,Assistance_to_the_poor,Assistance_to_other_countries,social_security,pres16,tax,Immigration,race
63,Male,Bachelors,Yes,"$170,000 or over",NA,NA,NA,NA,Too much,Too much,Too little,Other,1,Disagree,white
NA,Male,Graduate,Yes,"$60,000 ~ $89,999",NA,Too much,About right,Too much,NA,NA,About right,Trump,2,NA,white
47,Female,Bachelors,Yes,"$60,000 ~ $89,999",About right,Too much,About right,Too much,NA,NA,About right,Trump,1,Strongly agree,white
74,Male,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,1,Strongly disagree,white
63,Male,Bachelors,Yes,"Under $10,000",Too little,About right,Too little,Too little,NA,NA,Too little,Trump,1,Strongly agree,white
77,Male,Less than high school,Yes,NA,Too much,Too much,About right,About right,NA,NA,NA,Clinton,2,NA,white
NA,Female,Graduate,Yes,NA,Too little,Too little,About right,About right,NA,NA,About right,Did not vote,1,NA,white
30,Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,About right,Other,1,Neither,white
52,Male,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,white
27,Female,Graduate,Yes,NA,NA,NA,NA,NA,Too little,About right,About right,Clinton,1,Strongly disagree,white
52,Male,Graduate,Yes,"$170,000 or over",About right,About right,Too much,About right,NA,NA,About right,Clinton,NA,Disagree,white
77,Male,Graduate,Yes,NA,NA,NA,NA,NA,About right,About right,About right,Clinton,2,Agree,white
51,Female,Graduate,Yes,"$130,000 ~ $169,999",Too little,Too little,About right,About right,NA,NA,About right,Trump,NA,Neither,white
64,Female,High School,Yes,"$40,000 ~ $59,999",About right,About right,About right,About right,NA,NA,About right,Trump,NA,Neither,white
43,Male,Bachelors,Yes,"$130,000 ~ $169,999",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,NA,Strongly disagree,white
44,Female,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,Too much,Too little,Clinton,3,NA,other
72,Male,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too much,Too much,About right,Trump,NA,NA,white
56,Male,Graduate,Yes,"$130,000 ~ $169,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,1,Disagree,hispanic
61,Male,Graduate,No,"$170,000 or over",Too little,Too much,Too much,Too much,NA,NA,Too much,Trump,NA,Strongly disagree,white
67,Male,Bachelors,Yes,"$40,000 ~ $59,999",Too little,Too little,About right,Too much,NA,NA,Too little,Clinton,1,NA,black
39,Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,2,Disagree,white
70,Male,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,Too much,About right,Trump,NA,NA,white
43,Female,Associate College,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,2,Agree,black
57,Female,High School,Yes,"Under $10,000",NA,NA,NA,NA,About right,About right,About right,Clinton,1,Strongly agree,black
69,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,About right,Too little,Trump,2,NA,white
63,Male,Associate College,Yes,"$60,000 ~ $89,999",Too much,Too much,Too little,Too much,NA,NA,About right,Trump,NA,Neither,white
59,Female,Graduate,No,"$90,000 ~ $129,999",About right,About right,About right,About right,NA,NA,Too little,Clinton,1,NA,white
35,Female,Graduate,Yes,"Under $10,000",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,white
82,Female,Bachelors,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,Disagree,white
50,Male,Associate College,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,1,Strongly agree,white
47,Female,Graduate,No,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,white
60,Female,High School,Yes,"$90,000 ~ $129,999",Too little,NA,Too little,Too much,NA,NA,Too little,Trump,1,NA,white
33,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,2,NA,white
NA,Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,About right,Too much,About right,Trump,NA,NA,american_native
68,Male,Associate College,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,white
37,Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,1,NA,white
77,Female,High School,Yes,Refused,NA,NA,NA,NA,About right,About right,About right,Clinton,NA,NA,black
61,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too much,Too much,Too little,Trump,1,Agree,white
73,Male,Bachelors,Yes,"$170,000 or over",Too little,Too much,About right,About right,NA,NA,Too little,Other,1,Strongly agree,white
NA,Female,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too little,About right,Too much,NA,NA,Too little,Other,NA,Disagree,white
77,Male,High School,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,NA,white
44,Female,Bachelors,Yes,"$20,000 ~ $39,999",Too little,About right,About right,Too much,NA,NA,About right,Clinton,NA,Agree,white
30,Female,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Other,2,NA,white
78,Female,Less than high school,Yes,"$20,000 ~ $39,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,1,NA,hispanic
45,Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,Too much,About right,Trump,NA,NA,white
24,Male,Bachelors,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,About right,Too little,Trump,1,NA,white
75,Female,Associate College,Yes,"$40,000 ~ $59,999",Too little,Too much,About right,Too much,NA,NA,Too little,Trump,1,NA,white
71,Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,white
55,Female,Less than high school,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,white
NA,Female,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,white
42,Female,High School,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too much,Too much,Too little,Other,NA,NA,white
67,Female,High School,Yes,"$60,000 ~ $89,999",Too little,About right,Too little,About right,NA,NA,Too little,Clinton,1,Neither,hispanic
54,Male,High School,Yes,"$130,000 ~ $169,999",Too little,Too little,Too little,Too little,NA,NA,About right,Trump,NA,Agree,american_native
44,Female,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,Too much,Too little,Other,1,Neither,white
67,Female,Graduate,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,3,NA,white
74,Female,Bachelors,Yes,"$60,000 ~ $89,999",About right,Too little,Too much,Too little,NA,NA,About right,Clinton,2,Disagree,white
40,Female,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too much,About right,About right,Clinton,NA,NA,white
79,Female,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,About right,Too little,NA,NA,About right,Clinton,2,Disagree,white
41,Female,Bachelors,Yes,NA,NA,NA,NA,NA,About right,Too much,About right,Trump,1,Neither,white
43,Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,About right,About right,Clinton,2,Neither,white
84,Male,High School,Yes,"$90,000 ~ $129,999",About right,About right,About right,About right,NA,NA,About right,Trump,2,NA,white
41,Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,Too much,About right,Other,2,NA,white
37,Male,High School,Yes,"$90,000 ~ $129,999",Too little,Too much,About right,Too little,NA,NA,Too little,Trump,1,NA,white
85,Male,High School,Yes,"$20,000 ~ $39,999",About right,About right,About right,About right,NA,NA,About right,Trump,2,Strongly agree,white
56,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,Disagree,white
NA,Male,High School,Yes,"$170,000 or over",NA,NA,NA,NA,About right,Too much,Too little,Other,2,NA,white
71,Male,High School,Yes,NA,NA,NA,NA,NA,Too much,Too much,Too little,Trump,NA,NA,white
55,Female,Graduate,No,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,white
41,Female,Associate College,Yes,"$20,000 ~ $39,999",Too little,About right,About right,About right,NA,NA,Too little,Other,2,Agree,white
63,Female,High School,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,About right,Trump,2,NA,white
41,Male,Graduate,Yes,"$170,000 or over",About right,About right,About right,About right,NA,NA,About right,Clinton,2,Disagree,white
40,Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too much,Too much,Too little,Trump,1,NA,white
57,Male,Bachelors,Yes,"$60,000 ~ $89,999",Too little,About right,Too much,About right,NA,NA,About right,Clinton,2,Agree,white
44,Male,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too much,Too little,Too much,NA,NA,Too little,Trump,NA,Agree,other
33,Female,Graduate,Yes,"$170,000 or over",Too little,Too little,Too much,Too little,NA,NA,Too much,Clinton,1,NA,white
23,Female,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,About right,Trump,2,NA,white
59,Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,Too little,About right,NA,NA,Too little,Other,2,Neither,other
52,Male,Bachelors,Yes,"$130,000 ~ $169,999",About right,Too little,About right,About right,NA,NA,Too little,Clinton,2,NA,white
26,Female,Graduate,Yes,"Under $10,000",NA,NA,NA,NA,About right,Too little,Too little,Clinton,NA,NA,white
57,Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,Too much,About right,NA,NA,Too little,Clinton,NA,Neither,white
74,Male,Bachelors,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,About right,Too much,About right,Trump,2,NA,white
50,Female,Graduate,Yes,"$60,000 ~ $89,999",Too little,Too little,Too little,Too little,NA,NA,Too little,Clinton,1,NA,black
82,Female,High School,Yes,"$10,000 ~ $19,999",Too much,Too little,About right,About right,NA,NA,About right,Clinton,NA,Agree,white
78,Male,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,2,Agree,white
38,Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too little,Too much,Trump,1,NA,white
64,Female,Associate College,Yes,"$10,000 ~ $19,999",Too much,Too much,Too little,Too much,NA,NA,About right,Trump,1,Strongly agree,white
49,Female,Bachelors,Yes,"$90,000 ~ $129,999",About right,Too little,About right,About right,NA,NA,Too little,Trump,NA,Disagree,white
78,Male,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,Too little,Too little,NA,NA,Too little,Clinton,2,Agree,white
85,Female,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,NA,white
26,Female,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,NA,white
65,Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,About right,Trump,2,NA,white
66,Female,High School,Yes,"$40,000 ~ $59,999",Too little,Too little,Too much,About right,NA,NA,Too little,Clinton,1,Disagree,white
36,Transgender,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,1,Strongly disagree,white
28,Female,High School,Yes,NA,Too little,About right,About right,About right,NA,NA,Too little,Clinton,1,Agree,white
44,Female,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,Neither,white
44,Female,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,Neither,black
39,Male,Bachelors,Yes,"$90,000 ~ $129,999",Too much,Too much,About right,Too much,NA,NA,About right,Trump,1,NA,white
64,Male,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,black
71,Female,Associate College,Yes,"$20,000 ~ $39,999",Too little,About right,About right,About right,NA,NA,About right,Clinton,2,NA,white
68,Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,NA,NA,white
61,Female,Bachelors,Yes,"$170,000 or over",About right,Too much,About right,Too much,NA,NA,Too little,Trump,NA,NA,white
79,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,white
56,Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,white
25,Female,Bachelors,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,2,NA,white
57,Male,High School,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,black
81,Female,High School,Yes,NA,NA,NA,NA,NA,Too little,Too much,Too little,Trump,2,NA,white
50,Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,white
67,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,1,NA,white
65,Female,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,white
30,Female,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,Strongly disagree,asian
69,Female,High School,Yes,"$20,000 ~ $39,999",Too little,About right,Too little,Too much,NA,NA,About right,Trump,NA,Agree,white
83,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,NA,NA,white
51,Male,Bachelors,No,"$170,000 or over",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Strongly disagree,other
58,Female,High School,Yes,"$10,000 ~ $19,999",Too little,Too little,Too little,Too much,NA,NA,Too little,Trump,2,Neither,white
59,Male,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,1,NA,black
69,Male,Bachelors,Yes,"$40,000 ~ $59,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,2,Strongly disagree,white
85,Male,Associate College,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too much,Too much,NA,Trump,NA,NA,white
60,Male,Associate College,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,1,Disagree,white
62,Male,High School,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,Too much,Trump,1,NA,white
26,Female,Bachelors,Yes,"$20,000 ~ $39,999",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,2,Disagree,white
47,Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,1,NA,white
69,Female,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,About right,About right,About right,Trump,2,NA,white
41,Female,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,Too much,Too little,Clinton,2,Disagree,white
50,Female,Bachelors,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,About right,Too little,Other,2,Disagree,white
32,Female,Bachelors,Yes,"$20,000 ~ $39,999",Too little,About right,Too little,Too much,NA,NA,Too little,Trump,2,NA,white
78,Female,Graduate,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,white
59,Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,1,NA,black
58,Male,High School,Yes,"$40,000 ~ $59,999",About right,About right,Too little,About right,NA,NA,About right,Clinton,1,Agree,other
67,Female,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,1,Disagree,black
71,Female,Graduate,Yes,NA,Too little,About right,About right,About right,NA,NA,Too little,Clinton,NA,Disagree,white
55,Male,Less than high school,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,2,NA,white
30,Female,Bachelors,Yes,"$20,000 ~ $39,999",Too little,About right,Too much,About right,NA,NA,About right,Clinton,1,NA,white
73,Female,High School,No,NA,About right,Too much,About right,Too much,NA,NA,Too little,Trump,1,Neither,white
77,Female,Graduate,No,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,NA,white
65,Female,Bachelors,No,"$90,000 ~ $129,999",NA,NA,NA,NA,Too much,Too much,About right,Trump,NA,NA,other
69,Male,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,NA,NA,white
52,Male,Bachelors,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,white
42,Male,Bachelors,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,NA,white
NA,Female,Bachelors,Yes,NA,NA,NA,NA,NA,Too little,Too little,Too little,Clinton,NA,NA,asian
89,Female,Graduate,No,"$20,000 ~ $39,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,2,NA,white
25,Male,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,About right,About right,NA,NA,Too little,Trump,NA,Strongly disagree,white
NA,NA,High School,Yes,"$10,000 ~ $19,999",About right,Too little,About right,About right,NA,NA,About right,Clinton,2,NA,black
64,Male,High School,Yes,"$90,000 ~ $129,999",About right,Too much,Too much,Too much,NA,NA,Too little,Trump,1,NA,white
61,Male,Associate College,Yes,"$170,000 or over",Too little,Too little,About right,About right,NA,NA,Too little,Clinton,1,Disagree,white
65,Male,Graduate,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,Disagree,white
71,Female,Graduate,Yes,NA,Too little,Too little,Too little,Too little,NA,NA,Too little,Clinton,1,NA,black
75,Male,Less than high school,No,"$40,000 ~ $59,999",Too much,Too little,About right,About right,NA,NA,About right,Trump,2,NA,white
70,Male,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,About right,Too little,NA,NA,Too little,Other,NA,Disagree,white
39,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,1,Strongly disagree,american_native
75,Male,High School,Yes,NA,Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,1,Strongly disagree,white
71,Male,High School,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,2,NA,other
84,Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,1,Disagree,white
80,Female,Less than high school,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too little,About right,Clinton,1,NA,white
36,Female,Graduate,Yes,"$170,000 or over",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Disagree,white
61,Female,High School,Yes,NA,About right,Too little,Too little,About right,NA,NA,Too little,Clinton,1,NA,white
NA,Female,Bachelors,Yes,NA,NA,NA,NA,NA,About right,Too much,Too little,Trump,1,Agree,white
34,Female,Bachelors,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,About right,About right,Clinton,NA,NA,white
72,Female,Bachelors,No,"$60,000 ~ $89,999",About right,About right,About right,Too little,NA,NA,About right,Clinton,NA,Neither,asian
67,Female,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,About right,NA,NA,Too little,Clinton,NA,Neither,other
81,Male,High School,Yes,"$40,000 ~ $59,999",Too little,Too much,Too little,About right,NA,NA,About right,Trump,NA,Neither,white
69,Female,Graduate,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,1,Strongly disagree,white
63,Female,High School,Yes,"$60,000 ~ $89,999",Too little,About right,Too much,About right,NA,NA,Too little,Clinton,1,NA,white
